Puntos,Z,tiempo
50,50.26870257924023,0.03261303901672363
100,50.268700447497416,0.023172378540039062
200,50.268700316189744,0.08940529823303223
300,50.268700309248665,0.20400595664978027
500,50.2687003077635,0.5709819793701172
1000,50.26870030755112,2.2579293251037598
2000,50.2687003075345,9.316725730895996
3000,50.26870030753252,20.975438356399536
5000,50.268700307531354,66.10027170181274
